,Title,Genres,Cast,Budget,Revenue,Popularity,Vote_average,Release_decade
0,The Theory of Everything,"['Drama', 'Romance']","['Eddie Redmayne', 'Felicity Jones', 'Charlie Cox', 'Emily Watson', 'Simon McBurney']",15000000,123726688,22.12,7.864,2010s
1,Die Hard,"['Action', 'Thriller']","['Bruce Willis', 'Alan Rickman', 'Alexander Godunov', 'Bonnie Bedelia', 'Reginald VelJohnson']",28000000,140767956,52.121,7.764,1980s
2,Home Alone,"['Comedy', 'Family']","['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', ""Catherine O'Hara"", 'John Heard']",18000000,476684675,2.289,7.404,1990s
3,Madagascar,"['Family', 'Animation', 'Adventure', 'Comedy']","['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen']",75000000,542063846,93.185,6.884,2000s
4,Minions,"['Family', 'Animation', 'Adventure', 'Comedy']","['Sandra Bullock', 'Jon Hamm', 'Michael Keaton', 'Allison Janney', 'Steve Coogan']",74000000,1156730962,33.933,6.394,2010s
5,Oblivion,"['Action', 'Science Fiction', 'Adventure', 'Mystery']","['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko', 'Andrea Riseborough', 'Nikolaj Coster-Waldau']",120000000,286168572,26.303,6.611,2010s
6,The Matrix Reloaded,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith']",150000000,738599701,41.339,7.034,2000s
7,Fast & Furious 6,"['Action', 'Thriller', 'Crime']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster', 'Michelle Rodriguez']",160000000,788680968,14.552,6.812,2010s
8,Bruce Almighty,"['Fantasy', 'Comedy']","['Jim Carrey', 'Morgan Freeman', 'Jennifer Aniston', 'Philip Baker Hall', 'Catherine Bell']",80000000,484592874,49.024,6.699,2000s
9,Nightcrawler,"['Crime', 'Drama', 'Thriller']","['Jake Gyllenhaal', 'Rene Russo', 'Riz Ahmed', 'Bill Paxton', 'Kevin Rahm']",8500000,50300000,44.654,7.701,2010s
10,Gran Torino,['Drama'],"['Clint Eastwood', 'Christopher Carley', 'Bee Vang', 'Ahney Her', 'Brian Haley']",33000000,269958228,20.518,7.999,2000s
11,Furious 7,"['Action', 'Thriller', 'Crime']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jason Statham', 'Michelle Rodriguez']",190000000,1515341399,122.335,7.232,2010s
12,Casino Royale,"['Adventure', 'Action', 'Thriller']","['Daniel Craig', 'Eva Green', 'Mads Mikkelsen', 'Judi Dench', 'Jeffrey Wright']",150000000,599045960,41.09,7.531,2000s
13,Spectre,"['Action', 'Adventure', 'Thriller']","['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes', 'Naomie Harris']",245000000,880674609,30.488,6.528,2010s
14,Monsters University,"['Animation', 'Family']","['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Peter Sohn']",200000000,743559607,95.188,7.027,2010s
15,Slumdog Millionaire,"['Drama', 'Romance']","['Dev Patel', 'Saurabh Shukla', 'Anil Kapoor', 'Raj Zutshi', 'Jeneva Talwar']",15000000,378410542,43.442,7.734,2000s
16,The Fifth Element,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']","['Bruce Willis', 'Milla Jovovich', 'Gary Oldman', 'Ian Holm', 'Chris Tucker']",90000000,263920180,52.973,7.524,1990s
17,Limitless,"['Thriller', 'Mystery', 'Science Fiction']","['Bradley Cooper', 'Robert De Niro', 'Abbie Cornish', 'Andrew Howard', 'Anna Friel']",27000000,161849455,50.553,7.182,2010s
18,Pan's Labyrinth,"['Fantasy', 'Drama', 'War']","['Ivana Baquero', 'Maribel Verdú', 'Sergi López', 'Doug Jones', 'Ariadna Gil']",19000000,83258226,32.006,7.752,2000s
19,Saving Private Ryan,"['Drama', 'History', 'War']","['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Matt Damon', 'Barry Pepper']",70000000,481840909,84.065,8.207,1990s
20,The Prestige,"['Drama', 'Mystery', 'Science Fiction']","['Hugh Jackman', 'Christian Bale', 'Michael Caine', 'Scarlett Johansson', 'Rebecca Hall']",40000000,109676311,39.109,8.203,2000s
21,X-Men: Days of Future Past,"['Action', 'Adventure', 'Science Fiction']","['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult']",250000000,747862775,72.644,7.522,2010s
22,World War Z,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']","['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz', 'James Badge Dale', 'Ludi Boeken']",200000000,531865000,94.698,6.801,2010s
23,Schindler's List,"['Drama', 'History', 'War']","['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall']",22000000,321365567,42.346,8.569,1990s
24,Rogue One: A Star Wars Story,"['Action', 'Adventure', 'Science Fiction']","['Felicity Jones', 'Diego Luna', 'Alan Tudyk', 'Donnie Yen', 'Jiang Wen']",200000000,1056057273,37.696,7.488,2010s
25,Ready Player One,"['Science Fiction', 'Adventure', 'Action']","['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn', 'Lena Waithe', 'T.J. Miller']",175000000,582890172,82.179,7.613,2010s
26,Man of Steel,"['Action', 'Adventure', 'Science Fiction']","['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Diane Lane', 'Russell Crowe']",225000000,668045518,76.864,6.603,2010s
27,Spider-Man: Far From Home,"['Action', 'Adventure', 'Science Fiction']","['Tom Holland', 'Samuel L. Jackson', 'Jake Gyllenhaal', 'Marisa Tomei', 'Jon Favreau']",160000000,1131927996,85.837,7.461,2010s
28,Star Wars: The Last Jedi,"['Adventure', 'Action', 'Science Fiction']","['Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega']",200000000,1332698830,56.292,6.838,2010s
29,Despicable Me,"['Family', 'Animation', 'Comedy', 'Crime']","['Steve Carell', 'Miranda Cosgrove', 'Dana Gaier', 'Elsie Fisher', 'Jason Segel']",69000000,533679475,82.079,7.223,2010s
30,Catch Me If You Can,"['Drama', 'Crime']","['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen', 'Nathalie Baye']",52000000,352114312,92.996,7.965,2000s
31,Spider-Man 2,"['Action', 'Adventure', 'Fantasy']","['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'Rosemary Harris']",200000000,783766341,30.975,7.24,2000s
32,Charlie and the Chocolate Factory,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter', 'Noah Taylor']",150000000,474968763,111.885,7.038,2000s
33,Toy Story 3,"['Animation', 'Family', 'Comedy']","['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Don Rickles', 'Wallace Shawn']",200000000,1066969703,92.112,7.791,2010s
34,Whiplash,"['Drama', 'Music']","['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell']",3300000,13092000,64.798,8.377,2010s
35,The Departed,"['Drama', 'Thriller', 'Crime']","['Jack Nicholson', 'Leonardo DiCaprio', 'Matt Damon', 'Mark Wahlberg', 'Vera Farmiga']",90000000,291465000,33.208,8.165,2000s
36,The Grand Budapest Hotel,"['Comedy', 'Drama']","['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe']",30000000,174600318,27.33,8.057,2010s
37,Eternal Sunshine of the Spotless Mind,"['Science Fiction', 'Drama', 'Romance']","['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood']",20000000,72258126,45.14,8.101,2000s
38,Memento,"['Mystery', 'Thriller']","['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior', 'Russ Fega']",9000000,39723096,23.077,8.19,2000s
39,The Twilight Saga: Eclipse,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Bryce Dallas Howard', 'Dakota Fanning']",68000000,698491347,111.054,6.221,2010s
40,Saw,"['Horror', 'Mystery', 'Crime']","['Cary Elwes', 'Leigh Whannell', 'Danny Glover', 'Monica Potter', 'Ken Leung']",1200000,103911669,50.212,7.396,2000s
41,Elysium,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Diego Luna', 'Wagner Moura']",115000000,286140700,35.35,6.494,2010s
42,The Pianist,"['Drama', 'War']","['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox']",35000000,120072577,39.289,8.383,2000s
43,Snatch,"['Crime', 'Comedy']","['Jason Statham', 'Brad Pitt', 'Stephen Graham', 'Dennis Farina', 'Alan Ford']",10000000,83557872,27.314,7.802,2000s
44,Shang-Chi and the Legend of the Ten Rings,"['Action', 'Adventure', 'Fantasy']","['Simu Liu', 'Tony Leung Chiu-wai', 'Awkwafina', ""Zhang Meng'er"", 'Fala Chen']",150000000,432243292,163.746,7.62,2020s
45,Corpse Bride,"['Romance', 'Fantasy', 'Animation']","['Johnny Depp', 'Helena Bonham Carter', 'Emily Watson', 'Tracey Ullman', 'Paul Whitehouse']",40000000,118133252,90.016,7.515,2000s
46,The King's Speech,"['Drama', 'History']","['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Guy Pearce', 'Timothy Spall']",15000000,414211549,22.418,7.739,2010s
47,Ghostbusters,"['Comedy', 'Fantasy']","['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis', 'Rick Moranis']",30000000,296187079,24.03,7.464,1980s
48,The Hangover Part III,['Comedy'],"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong']",103000000,362000072,82.896,6.216,2010s
49,Hotel Transylvania,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher']",85000000,358375603,68.35,6.956,2010s
50,The Batman,"['Crime', 'Mystery', 'Thriller']","['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright', 'John Turturro']",185000000,770945583,244.137,7.7,2020s
51,War for the Planet of the Apes,"['Drama', 'Science Fiction', 'War']","['Andy Serkis', 'Woody Harrelson', 'Steve Zahn', 'Karin Konoval', 'Michael Adamthwaite']",150000000,490719763,93.307,7.154,2010s
52,Dallas Buyers Club,"['Drama', 'History']","['Matthew McConaughey', 'Jared Leto', 'Jennifer Garner', ""Denis O'Hare"", 'Steve Zahn']",5000000,55736588,14.126,7.933,2010s
53,Mission: Impossible - Rogue Nation,"['Action', 'Adventure']","['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Rebecca Ferguson', 'Ving Rhames']",150000000,682716636,45.556,7.176,2010s
54,The Equalizer,"['Thriller', 'Action', 'Crime']","['Denzel Washington', 'Marton Csokas', 'Chloë Grace Moretz', 'Johnny Skourtis', 'David Harbour']",55000000,192330738,57.464,7.236,2010s
55,Annihilation,"['Science Fiction', 'Horror']","['Natalie Portman', 'Jennifer Jason Leigh', 'Gina Rodriguez', 'Tessa Thompson', 'Tuva Novotny']",40000000,43070915,32.067,6.397,2010s
56,Minority Report,"['Action', 'Thriller', 'Science Fiction', 'Mystery']","['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow', 'Peter Stormare']",102000000,358372926,27.909,7.333,2000s
57,Mean Girls,['Comedy'],"['Lindsay Lohan', 'Rachel McAdams', 'Lacey Chabert', 'Amanda Seyfried', 'Lizzy Caplan']",17000000,130126277,59.221,7.178,2000s
58,Arrival,"['Drama', 'Science Fiction', 'Mystery']","['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', 'Tzi Ma']",47000000,203388186,48.394,7.58,2010s
59,Thor: The Dark World,"['Action', 'Adventure', 'Fantasy']","['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Anthony Hopkins', 'Christopher Eccleston']",170000000,644571402,77.568,6.548,2010s
60,Split,"['Horror', 'Thriller']","['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula']",9000000,278454358,79.234,7.333,2010s
61,The Amazing Spider-Man,"['Action', 'Adventure', 'Fantasy']","['Andrew Garfield', 'Emma Stone', 'Rhys Ifans', 'Denis Leary', 'Martin Sheen']",215000000,757930663,102.818,6.684,2010s
62,Deadpool 2,"['Action', 'Comedy', 'Adventure']","['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison', 'Zazie Beetz']",110000000,785896609,107.138,7.492,2010s
63,The Hunger Games: Catching Fire,"['Adventure', 'Action', 'Science Fiction']","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks']",130000000,865011746,63.479,7.421,2010s
64,Kill Bill: Vol. 1,"['Action', 'Crime']","['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Daryl Hannah', 'David Carradine']",30000000,180906076,42.971,7.972,2000s
65,The Intouchables,"['Drama', 'Comedy']","['François Cluzet', 'Omar Sy', 'Dominique Henry', 'Anne Le Ny', 'Clotilde Mollet']",13000000,426588510,62.777,8.275,2010s
66,The Shining,"['Horror', 'Thriller']","['Jack Nicholson', 'Shelley Duvall', 'Scatman Crothers', 'Danny Lloyd', 'Philip Stone']",19000000,44781695,38.891,8.222,1980s
67,Bohemian Rhapsody,"['Music', 'Drama', 'History']","['Rami Malek', 'Gwilym Lee', 'Ben Hardy', 'Joseph Mazzello', 'Lucy Boynton']",52000000,903992901,43.589,8.006,2010s
68,Parasite,"['Comedy', 'Thriller', 'Drama']","['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-shik', 'Park So-dam']",11363000,257591776,72.018,8.517,2010s
69,The Imitation Game,"['History', 'Drama', 'Thriller', 'War']","['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Rory Kinnear', 'Allen Leech']",14000000,233555708,42.83,8.01,2010s
70,Get Out,"['Mystery', 'Thriller', 'Horror']","['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Caleb Landry Jones', 'Stephen Root']",4500000,255407969,48.356,7.618,2010s
71,The Maze Runner,"['Action', 'Mystery', 'Science Fiction', 'Thriller']","[""Dylan O'Brien"", 'Kaya Scodelario', 'Ki Hong Lee', 'Aml Ameen', 'Blake Cooper']",34000000,348319861,129.213,7.172,2010s
72,The Hangover,['Comedy'],"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Heather Graham']",35000000,469310836,113.06,7.31,2000s
73,The Green Mile,"['Fantasy', 'Drama', 'Crime']","['Tom Hanks', 'David Morse', 'Bonnie Hunt', 'Michael Clarke Duncan', 'James Cromwell']",60000000,286801374,71.616,8.507,1990s
74,Kingsman: The Secret Service,"['Crime', 'Comedy', 'Action', 'Adventure']","['Taron Egerton', 'Colin Firth', 'Samuel L. Jackson', 'Mark Strong', 'Sophie Cookson']",81000000,414351546,84.422,7.637,2010s
75,The Empire Strikes Back,"['Adventure', 'Action', 'Science Fiction']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels']",18000000,538400000,31.531,8.393,1980s
76,Shrek,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'John Lithgow', 'Vincent Cassel']",60000000,487853320,215.364,7.72,2000s
77,La La Land,"['Comedy', 'Drama', 'Romance', 'Music']","['Ryan Gosling', 'Emma Stone', 'John Legend', 'Rosemarie DeWitt', 'J.K. Simmons']",30000000,447407695,30.567,7.891,2010s
78,The Twilight Saga: Eclipse,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Bryce Dallas Howard', 'Dakota Fanning']",68000000,698491347,111.054,6.221,2010s
79,Saw,"['Horror', 'Mystery', 'Crime']","['Cary Elwes', 'Leigh Whannell', 'Danny Glover', 'Monica Potter', 'Ken Leung']",1200000,103911669,50.212,7.396,2000s
80,Elysium,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Diego Luna', 'Wagner Moura']",115000000,286140700,35.35,6.494,2010s
81,The Pianist,"['Drama', 'War']","['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox']",35000000,120072577,39.289,8.383,2000s
82,Snatch,"['Crime', 'Comedy']","['Jason Statham', 'Brad Pitt', 'Stephen Graham', 'Dennis Farina', 'Alan Ford']",10000000,83557872,27.314,7.802,2000s
83,Shang-Chi and the Legend of the Ten Rings,"['Action', 'Adventure', 'Fantasy']","['Simu Liu', 'Tony Leung Chiu-wai', 'Awkwafina', ""Zhang Meng'er"", 'Fala Chen']",150000000,432243292,163.746,7.62,2020s
84,Corpse Bride,"['Romance', 'Fantasy', 'Animation']","['Johnny Depp', 'Helena Bonham Carter', 'Emily Watson', 'Tracey Ullman', 'Paul Whitehouse']",40000000,118133252,90.016,7.515,2000s
85,The King's Speech,"['Drama', 'History']","['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Guy Pearce', 'Timothy Spall']",15000000,414211549,22.418,7.739,2010s
86,Ghostbusters,"['Comedy', 'Fantasy']","['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis', 'Rick Moranis']",30000000,296187079,24.03,7.464,1980s
87,The Hangover Part III,['Comedy'],"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong']",103000000,362000072,82.896,6.216,2010s
88,Hotel Transylvania,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher']",85000000,358375603,68.35,6.956,2010s
89,The Batman,"['Crime', 'Mystery', 'Thriller']","['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright', 'John Turturro']",185000000,770945583,244.137,7.7,2020s
90,War for the Planet of the Apes,"['Drama', 'Science Fiction', 'War']","['Andy Serkis', 'Woody Harrelson', 'Steve Zahn', 'Karin Konoval', 'Michael Adamthwaite']",150000000,490719763,93.307,7.154,2010s
91,Dallas Buyers Club,"['Drama', 'History']","['Matthew McConaughey', 'Jared Leto', 'Jennifer Garner', ""Denis O'Hare"", 'Steve Zahn']",5000000,55736588,14.126,7.933,2010s
92,Mission: Impossible - Rogue Nation,"['Action', 'Adventure']","['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Rebecca Ferguson', 'Ving Rhames']",150000000,682716636,45.556,7.176,2010s
93,The Equalizer,"['Thriller', 'Action', 'Crime']","['Denzel Washington', 'Marton Csokas', 'Chloë Grace Moretz', 'Johnny Skourtis', 'David Harbour']",55000000,192330738,57.464,7.236,2010s
94,Annihilation,"['Science Fiction', 'Horror']","['Natalie Portman', 'Jennifer Jason Leigh', 'Gina Rodriguez', 'Tessa Thompson', 'Tuva Novotny']",40000000,43070915,32.067,6.397,2010s
95,Minority Report,"['Action', 'Thriller', 'Science Fiction', 'Mystery']","['Tom Cruise', 'Colin Farrell', 'Samantha Morton', 'Max von Sydow', 'Peter Stormare']",102000000,358372926,27.909,7.333,2000s
96,Mean Girls,['Comedy'],"['Lindsay Lohan', 'Rachel McAdams', 'Lacey Chabert', 'Amanda Seyfried', 'Lizzy Caplan']",17000000,130126277,59.221,7.178,2000s
97,Jojo Rabbit,"['Comedy', 'War', 'Drama']","['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson', 'Taika Waititi', 'Sam Rockwell']",14000000,82468705,28.974,8.1,2010s
98,Unbreakable,"['Thriller', 'Drama', 'Mystery']","['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright', 'Spencer Treat Clark', 'Charlayne Woodard']",75000000,248118121,29.811,7.134,2000s
99,The Bourne Identity,"['Action', 'Drama', 'Mystery', 'Thriller']","['Matt Damon', 'Franka Potente', 'Chris Cooper', 'Clive Owen', 'Brian Cox']",60000000,214034224,36.133,7.453,2000s
100,A Bug's Life,"['Adventure', 'Animation', 'Comedy', 'Family']","['Dave Foley', 'Kevin Spacey', 'Julia Louis-Dreyfus', 'Hayden Panettiere', 'Phyllis Diller']",120000000,363258859,86.712,6.966,1990s
101,Tenet,"['Action', 'Thriller', 'Science Fiction']","['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Kenneth Branagh', 'Dimple Kapadia']",205000000,363129000,48.497,7.204,2020s
102,The Nightmare Before Christmas,"['Fantasy', 'Animation', 'Family']","['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey', 'Glenn Shadix']",24000000,75634409,72.356,7.839,1990s
103,Howl's Moving Castle,"['Fantasy', 'Animation', 'Adventure']","['Chieko Baisho', 'Takuya Kimura', 'Akihiro Miwa', 'Tatsuya Gashûin', 'Ryunosuke Kamiki']",24000000,236049757,115.575,8.406,2000s
104,Watchmen,"['Action', 'Mystery', 'Science Fiction']","['Malin Åkerman', 'Patrick Wilson', 'Billy Crudup', 'Matthew Goode', 'Jackie Earle Haley']",130000000,185258983,34.237,7.326,2000s
105,The Twilight Saga: Breaking Dawn - Part 2,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['Robert Pattinson', 'Kristen Stewart', 'Taylor Lautner', 'Peter Facinelli', 'Elizabeth Reaser']",120000000,829747654,102.724,6.472,2010s
106,Alita: Battle Angel,"['Action', 'Science Fiction', 'Adventure']","['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly', 'Mahershala Ali', 'Ed Skrein']",170000000,404980543,65.499,7.211,2010s
107,Encanto,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Stephanie Beatriz', 'María Cecilia Botero', 'John Leguizamo', 'Mauro Castillo', 'Jessica Darrow']",50000000,253000000,274.444,7.644,2020s
108,Godzilla,"['Action', 'Drama', 'Science Fiction']","['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Juliette Binoche', 'Bryan Cranston', 'Ken Watanabe']",160000000,529076069,70.494,6.275,2010s
109,Cruella,"['Comedy', 'Crime']","['Emma Stone', 'Emma Thompson', 'Joel Fry', 'Paul Walter Hauser', 'Mark Strong']",200000000,233503234,160.745,8.082,2020s
110,We're the Millers,"['Comedy', 'Crime']","['Jennifer Aniston', 'Jason Sudeikis', 'Emma Roberts', 'Will Poulter', 'Kathryn Hahn']",37000000,269994119,47.295,6.806,2010s
111,The Twilight Saga: Breaking Dawn - Part 1,"['Adventure', 'Fantasy', 'Romance']","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Billy Burke', 'Peter Facinelli']",110000000,712171856,88.496,6.208,2010s
112,The Mummy,"['Adventure', 'Action', 'Fantasy']","['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo', 'Patricia Velásquez']",80000000,415885488,116.105,6.893,1990s
113,Shrek the Third,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Julie Andrews']",160000000,813367380,113.599,6.3,2000s
114,Indiana Jones and the Temple of Doom,"['Adventure', 'Action']","['Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan', 'Amrish Puri', 'Roshan Seth']",28000000,333000000,31.353,7.295,1980s
115,The Big Short,"['Comedy', 'Drama']","['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Melissa Leo']",28000000,133346506,25.034,7.336,2010s
116,Birdman or (The Unexpected Virtue of Ignorance),"['Drama', 'Comedy']","['Michael Keaton', 'Emma Stone', 'Zach Galifianakis', 'Edward Norton', 'Andrea Riseborough']",18000000,103215094,33.359,7.47,2010s
117,Divergent,"['Action', 'Adventure', 'Science Fiction']","['Shailene Woodley', 'Theo James', 'Zoë Kravitz', 'Miles Teller', 'Jai Courtney']",85000000,288747895,43.773,6.921,2010s
118,Life Is Beautiful,"['Comedy', 'Drama']","['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano', 'Sergio Bini Bustric']",20000000,230098753,42.936,8.452,1990s
119,American Sniper,"['War', 'Action']","['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis', 'Ben Reed']",58800000,542307423,77.467,7.432,2010s
120,Blade Runner 2049,"['Science Fiction', 'Drama']","['Ryan Gosling', 'Harrison Ford', 'Ana de Armas', 'Sylvia Hoeks', 'Robin Wright']",150000000,259239658,71.029,7.532,2010s
121,Once Upon a Time… in Hollywood,"['Comedy', 'Drama', 'Thriller']","['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch', 'Margaret Qualley']",95000000,374251247,42.488,7.436,2010s
122,How to Train Your Dragon,"['Fantasy', 'Adventure', 'Animation', 'Family']","['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill']",165000000,494879471,65.95,7.805,2010s
123,Edward Scissorhands,"['Fantasy', 'Drama', 'Romance']","['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Alan Arkin', 'Anthony Michael Hall']",20000000,53000000,37.694,7.716,1990s
124,Incredibles 2,"['Action', 'Adventure', 'Animation', 'Family']","['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Huck Milner', 'Samuel L. Jackson']",200000000,1242805359,79.117,7.488,2010s
125,X-Men: First Class,"['Action', 'Science Fiction', 'Adventure']","['James McAvoy', 'Michael Fassbender', 'Kevin Bacon', 'Rose Byrne', 'Jennifer Lawrence']",160000000,353624124,2.733,7.294,2010s
126,A Clockwork Orange,"['Science Fiction', 'Drama']","['Malcolm McDowell', 'Patrick Magee', 'Adrienne Corri', 'Miriam Karlin', 'Michael Bates']",2200000,26589000,40.191,8.219,1970s
127,The Curious Case of Benjamin Button,"['Drama', 'Fantasy', 'Romance']","['Brad Pitt', 'Cate Blanchett', 'Taraji P. Henson', 'Julia Ormond', 'Jason Flemyng']",150000000,335802786,50.5,7.577,2000s
128,Back to the Future Part II,"['Adventure', 'Comedy', 'Science Fiction']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Thomas F. Wilson', 'Elisabeth Shue']",40000000,332000000,46.391,7.751,1980s
129,The Terminator,"['Action', 'Thriller', 'Science Fiction']","['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton', 'Paul Winfield', 'Lance Henriksen']",6400000,78371200,58.48,7.639,1980s
130,John Wick: Chapter 2,"['Action', 'Thriller', 'Crime']","['Keanu Reeves', 'Common', 'Ian McShane', 'Laurence Fishburne', 'Riccardo Scamarcio']",40000000,171539887,362.533,7.31,2010s
131,Drive,"['Drama', 'Thriller', 'Crime']","['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks', 'Oscar Isaac']",15000000,78054825,65.393,7.569,2010s
132,The Shape of Water,"['Drama', 'Fantasy', 'Romance']","['Sally Hawkins', 'Doug Jones', 'Michael Shannon', 'Richard Jenkins', 'Octavia Spencer']",19500000,195333312,30.282,7.25,2010s
